general_author_id,general_test_language,general_cefr,general_task,general_mother_tongue,general_age,general_gender,rating_overall_cefr_rating,rating_grammatical_accuracy,rating_orthography_b2,rating_vocabulary_range,rating_vocabulary_control,rating_coherence_cohesion,rating_sociolinguistic_appropriateness,txt_len_in_char,EINFACH,EINFACH_NICHT,ART,ART_NICHT,PREP,PREP_NICHT,RECHTSCHREIBUNG,RECHTSCHREIBUNG_NICHT,EIGENNAMEN,EIGENNAMEN_NICHT,REDEWENDUNGEN,REDEWENDUNGEN_NICHT, WAHR,FALSCH,UNBEKANNT,
1071_0248323,German,A1,ask friend for help for finding apartment - ID 1071_020200,English,69,female,A2,A1,B1,A2,A1,A2,A2,297,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1
1023_0108752,German,B2,Au pair writes letter of complaint to Agency - ID 1023_100303,French,37,male,B2,B2,C2,B2,B2,B2,C1,1612,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6
1061_0120343,German,B1,write a letter to a friend (visit) - ID 1061_130101,French,23,female,B1,B1,B2,B1,B1,B1,B2,581,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
1023_0109878,German,B2,ask for information at Au pair Agency - ID 1023_080401,French,49,female,B1,B1,B2,B2,B1,B1,B2,963,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
1023_0108958,German,B2,Au pair writes letter of complaint to Agency - ID 1023_100303,French,18,female,B1,B1,B2,B2,B1,B2,B2,1213,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
1031_0003023,German,C1,write article about sticking to one's traditions and 'assimilation' in a new environment - ID 1031_030301,French,19,female,B2,B2,B2,C1,C1,B2,B2,2004,0,0,0,0,0,0,0,0,0,0,6,2,0,6,2
1023_0109716,German,B2,ask for information at Au pair Agency - ID 1023_080401,French,18,female,B2,B2,C2,B2,B2,B2,B2,1089,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5
1031_0001998,German,C1,write article about sticking to one's traditions and 'assimilation' in a new environment - ID 1031_030301,French,32,female,C1,C1,C1,C1,C1,C1,C1,1122,0,0,0,0,0,0,0,0,0,0,2,5,0,2,5
1031_0003155,German,C1,write article about sticking to one's traditions and 'assimilation' in a new environment - ID 1031_030301,English,43,female,B2,B2,B2,C1,B2,B2,B2,1234,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3
1031_0003357,German,C1,reporting about the housing situation - ID 1031_050300,English,48,female,B2,B2,B2,C1,B2,B2,B2,1503,0,0,0,0,0,0,0,0,0,0,7,6,0,7,6
1071_0024864,German,A1,congratulate to birth of child - ID 1071_030101,English,26,female,A1,A1,A2,A1,A1,A1,A1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023_0108423,German,B2,Au pair writes letter of complaint to Agency - ID 1023_100303,English,28,male,B2,B1,B2,B2,B2,B2,B2,903,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
1031_0003356,German,C1,reporting about the housing situation - ID 1031_050300,English,17,male,B2,B2,C1,B2,B2,B2,B2,1239,0,0,0,0,0,0,0,0,0,0,5,9,0,5,9
1061_0120345,German,B1,write a letter to a friend (visit) - ID 1061_130101,English,not reported,male,B1,B1,B2,B1,B1,B1,B2,567,0,0,0,0,0,0,0,0,0,0,4,2,0,4,2
